Name,x1,y1,x2,y2,label
rip-1177_m90deg.png,109,115,293,221,1
rip-418_0deg.png,55,53,215,219,1
rip-418_90deg.png,52,85,218,245,1
rip-418_m90deg.png,81,54,247,214,1
rip-1209_0deg.png,105,6,245,198,1
rip-1209_90deg.png,5,55,198,195,1
rip-1209_m90deg.png,102,104,294,244,1
rip-456_0deg.png,106,13,225,235,1
rip-456_90deg.png,12,75,234,194,1
rip-456_m90deg.png,65,105,287,225,1
rip-1241_0deg.png,135,8,230,212,1
rip-1241_90deg.png,7,70,211,165,1
rip-1241_m90deg.png,88,134,292,229,1
rip-488_0deg.png,79,20,244,237,1
rip-488_90deg.png,19,56,237,221,1
rip-488_m90deg.png,63,78,280,244,1
rip-1273_0deg.png,69,43,192,230,1
rip-1273_90deg.png,42,108,229,231,1
rip-1273_m90deg.png,70,68,257,191,1
rip-1507_0deg.png,107,114,207,253,1
rip-1507_90deg.png,113,93,252,193,1
rip-1507_m90deg.png,47,106,186,207,1
rip-520_0deg.png,50,7,168,267,1
rip-520_90deg.png,6,132,267,250,1
rip-520_m90deg.png,33,49,293,168,1
rip-1305_0deg.png,122,69,196,253,1
rip-1305_90deg.png,68,104,252,178,1
rip-1305_m90deg.png,47,121,231,196,1
rip-1539_0deg.png,91,67,205,223,1
rip-1539_90deg.png,66,95,222,209,1
rip-1539_m90deg.png,77,90,233,204,1
rip-552_0deg.png,81,51,214,259,1
rip-552_90deg.png,50,86,259,219,1
rip-552_m90deg.png,41,80,249,214,1
rip-1340_0deg.png,130,7,209,224,1
rip-1340_90deg.png,6,91,223,170,1
rip-1340_m90deg.png,76,129,293,208,1
rip-587_0deg.png,91,24,211,243,1
rip-587_90deg.png,23,89,242,209,1
rip-587_m90deg.png,57,90,276,211,1
rip-1372_0deg.png,82,87,179,180,1
rip-1372_90deg.png,86,121,179,218,1
rip-1372_m90deg.png,120,81,213,178,1
rip-619_0deg.png,101,49,180,240,1
rip-619_90deg.png,48,120,239,199,1
rip-619_m90deg.png,60,100,251,180,1
rip-1404_0deg.png,49,54,165,183,1
rip-1404_90deg.png,53,135,182,251,1
rip-1404_m90deg.png,117,48,246,164,1
rip-1638_0deg.png,109,70,200,222,1
rip-1638_90deg.png,69,100,221,191,1
rip-1638_m90deg.png,78,108,230,199,1
rip-651_0deg.png,107,22,200,240,1
rip-651_90deg.png,21,100,239,193,1
rip-651_m90deg.png,60,106,278,200,1
rip-1441_0deg.png,94,47,198,216,1
rip-1441_90deg.png,46,102,215,206,1
rip-1441_m90deg.png,84,93,253,197,1
rip-1670_0deg.png,133,10,211,224,1
rip-1670_90deg.png,9,89,223,167,1
rip-1670_m90deg.png,76,132,290,210,1
rip-683_0deg.png,100,27,201,262,1
rip-683_90deg.png,26,99,262,200,1
rip-683_m90deg.png,38,99,273,201,1
rip-1473_0deg.png,122,71,193,217,1
rip-1473_90deg.png,70,107,216,178,1
rip-1473_m90deg.png,83,121,229,192,1
rip-716_0deg.png,101,81,174,265,1
rip-716_90deg.png,80,126,265,199,1
rip-716_m90deg.png,35,100,219,174,1
rip-752_0deg.png,114,7,212,247,1
rip-752_90deg.png,6,88,246,186,1
rip-752_m90deg.png,53,113,293,212,1
rip-1766_0deg.png,75,59,219,208,1
rip-1766_90deg.png,58,81,207,225,1
rip-1766_m90deg.png,92,74,241,218,1
rip-31_0deg.png,68,10,239,241,1
rip-31_90deg.png,9,61,241,232,1
rip-31_m90deg.png,59,67,290,239,1
rip-819_0deg.png,86,76,253,216,1
rip-819_90deg.png,75,47,216,214,1
rip-819_m90deg.png,84,85,224,252,1
rip-63_0deg.png,118,20,228,236,1
rip-63_90deg.png,19,72,235,182,1
rip-63_m90deg.png,64,117,280,228,1
rip-851_0deg.png,58,62,204,226,1
rip-851_90deg.png,61,96,225,242,1
rip-851_m90deg.png,74,57,238,203,1
rip-99_0deg.png,113,14,234,244,1
rip-99_90deg.png,13,66,244,187,1
rip-99_m90deg.png,56,112,286,234,1
rip-883_0deg.png,88,51,256,227,1
rip-883_90deg.png,50,44,227,212,1
rip-883_m90deg.png,73,87,249,255,1
rip-131_0deg.png,82,48,206,245,1
rip-131_90deg.png,47,94,244,218,1
rip-131_m90deg.png,55,81,252,206,1
rip-915_0deg.png,146,40,215,203,1
rip-915_90deg.png,39,85,202,154,1
rip-915_m90deg.png,97,145,260,214,1
rip-163_0deg.png,68,46,213,216,1
rip-163_90deg.png,45,87,215,232,1
rip-163_m90deg.png,84,67,254,212,1
rip-947_0deg.png,17,128,230,205,1
rip-947_90deg.png,127,70,204,283,1
rip-947_m90deg.png,95,16,172,229,1
rip-195_0deg.png,84,20,208,262,1
rip-195_90deg.png,19,92,262,216,1
rip-195_m90deg.png,38,83,280,208,1
rip-979_0deg.png,33,85,239,234,1
rip-979_90deg.png,84,61,234,267,1
rip-979_m90deg.png,66,32,215,239,1
rip-1011_0deg.png,35,74,215,254,1
rip-1011_90deg.png,73,85,253,265,1
rip-1011_m90deg.png,46,34,226,215,1
rip-259_0deg.png,77,22,217,267,1
rip-259_90deg.png,21,83,267,223,1
rip-259_m90deg.png,33,76,278,217,1
rip-291_0deg.png,78,42,228,260,1
rip-291_90deg.png,41,72,260,222,1
rip-291_m90deg.png,40,77,258,228,1
rip-323_0deg.png,59,28,234,242,1
rip-323_90deg.png,27,66,242,241,1
rip-323_m90deg.png,58,58,272,234,1
rip-355_0deg.png,83,70,206,246,1
rip-355_90deg.png,69,94,245,217,1
rip-355_m90deg.png,54,82,230,206,1
rip-1148_0deg.png,86,51,189,240,1
rip-1148_90deg.png,50,111,239,214,1
rip-1148_m90deg.png,60,85,249,189,1
rip-389_0deg.png,26,78,210,256,1
rip-389_90deg.png,77,90,255,274,1
rip-389_m90deg.png,44,25,222,210,1
rip-1180_0deg.png,121,57,199,208,1
rip-1180_90deg.png,56,101,207,179,1
rip-1180_m90deg.png,92,120,243,198,1
rip-423_0deg.png,75,55,238,229,1
rip-423_90deg.png,54,62,229,225,1
rip-423_m90deg.png,71,74,245,237,1
rip-459_0deg.png,63,48,195,241,1
rip-459_90deg.png,47,105,240,237,1
rip-459_m90deg.png,59,62,252,195,1
rip-1244_0deg.png,105,50,190,196,1
rip-1244_90deg.png,49,110,195,195,1
rip-1244_m90deg.png,104,104,250,189,1
rip-491_0deg.png,20,45,201,203,1
rip-491_90deg.png,44,99,202,280,1
rip-491_m90deg.png,97,19,255,200,1
rip-1276_0deg.png,69,32,191,248,1
rip-1276_90deg.png,31,109,247,231,1
rip-1276_m90deg.png,52,68,268,191,1
rip-1510_0deg.png,126,105,201,226,1
rip-1510_90deg.png,104,99,225,174,1
rip-1510_m90deg.png,74,125,195,200,1
rip-523_0deg.png,75,48,195,253,1
rip-523_90deg.png,47,105,252,225,1
rip-523_m90deg.png,47,74,252,195,1
rip-1308_0deg.png,84,52,183,229,1
rip-1308_90deg.png,51,117,228,216,1
rip-1308_m90deg.png,71,83,248,182,1
rip-1542_0deg.png,97,43,197,223,1
rip-1542_90deg.png,42,103,222,203,1
rip-1542_m90deg.png,77,96,257,196,1
rip-555_0deg.png,79,63,173,263,1
rip-555_90deg.png,62,127,263,221,1
rip-555_m90deg.png,37,78,237,173,1
rip-1343_0deg.png,30,52,109,187,1
rip-1343_90deg.png,51,191,186,270,1
rip-1343_m90deg.png,113,29,248,108,1
rip-1577_0deg.png,125,37,206,193,1
rip-1577_90deg.png,36,94,192,175,1
rip-1577_m90deg.png,107,124,263,205,1
rip-590_0deg.png,91,101,206,240,1
rip-590_90deg.png,100,94,239,209,1
rip-590_m90deg.png,60,90,199,206,1
rip-1375_0deg.png,119,102,183,226,1
rip-1375_90deg.png,101,117,225,181,1
rip-1375_m90deg.png,74,118,198,182,1
rip-622_0deg.png,100,48,176,234,1
rip-622_90deg.png,47,124,233,200,1
rip-622_m90deg.png,66,99,252,176,1
rip-1407_0deg.png,96,54,192,201,1
rip-1407_90deg.png,53,108,200,204,1
rip-1407_m90deg.png,99,95,246,191,1
rip-654_0deg.png,114,53,220,279,1
rip-654_90deg.png,52,80,279,186,1
rip-654_m90deg.png,21,113,247,220,1
rip-1444_0deg.png,87,32,182,217,1
rip-1444_90deg.png,31,118,216,213,1
rip-1444_m90deg.png,83,86,268,181,1
rip-1673_0deg.png,96,102,207,197,1
rip-1673_90deg.png,101,93,196,204,1
rip-1673_m90deg.png,103,95,198,206,1
rip-686_0deg.png,55,44,220,209,1
rip-686_90deg.png,43,80,208,245,1
rip-686_m90deg.png,91,54,256,219,1
rip-1477_0deg.png,80,41,194,202,1
rip-1477_90deg.png,40,106,201,220,1
rip-1477_m90deg.png,98,79,259,193,1
rip-1705_0deg.png,82,146,176,222,1
rip-1705_90deg.png,145,124,221,218,1
rip-1705_m90deg.png,78,81,154,175,1
rip-723_0deg.png,94,37,209,254,1
rip-723_90deg.png,36,91,253,206,1
rip-723_m90deg.png,46,93,263,209,1
rip-1737_0deg.png,95,69,190,217,1
rip-1737_90deg.png,68,110,216,205,1
rip-1737_m90deg.png,83,94,231,189,1
rip-755_0deg.png,104,31,191,271,1
rip-755_90deg.png,30,109,271,196,1
rip-755_m90deg.png,29,103,269,191,1
rip-789_0deg.png,67,35,202,188,1
rip-789_90deg.png,34,98,187,233,1
rip-789_m90deg.png,112,66,265,201,1
rip-822_0deg.png,53,44,209,250,1
rip-822_90deg.png,43,91,249,247,1
rip-822_m90deg.png,50,52,256,209,1
rip-66_0deg.png,89,39,222,240,1
rip-66_90deg.png,38,78,239,211,1
rip-66_m90deg.png,60,88,261,222,1
rip-854_0deg.png,71,79,217,181,1
rip-854_90deg.png,78,83,180,229,1
rip-854_m90deg.png,119,70,221,216,1
rip-102_0deg.png,118,93,230,235,1
rip-102_90deg.png,92,70,234,182,1
rip-102_m90deg.png,65,117,207,230,1
rip-134_0deg.png,78,40,243,257,1
rip-134_90deg.png,39,57,257,222,1
rip-134_m90deg.png,43,77,260,243,1
rip-918_0deg.png,21,56,156,201,1
rip-918_90deg.png,55,144,200,279,1
rip-918_m90deg.png,99,20,244,155,1
rip-166_0deg.png,66,49,216,213,1
rip-166_90deg.png,48,84,212,234,1
rip-166_m90deg.png,87,65,251,215,1
rip-950_0deg.png,38,174,208,255,1
rip-950_90deg.png,173,92,254,262,1
rip-950_m90deg.png,45,37,126,208,1
rip-198_0deg.png,50,52,254,252,1
rip-198_90deg.png,51,46,252,250,1
rip-198_m90deg.png,48,49,248,254,1
rip-982_0deg.png,30,83,211,212,1
rip-982_90deg.png,82,89,211,270,1
rip-982_m90deg.png,88,29,217,210,1
rip-230_0deg.png,88,68,197,237,1
rip-230_90deg.png,67,103,236,212,1
rip-230_m90deg.png,63,87,232,197,1
rip-1014_0deg.png,84,69,237,241,1
rip-1014_90deg.png,68,63,241,216,1
rip-1014_m90deg.png,59,83,231,237,1
rip-262_0deg.png,77,30,204,222,1
rip-262_90deg.png,29,96,221,223,1
rip-262_m90deg.png,78,76,270,203,1
rip-1046_0deg.png,59,48,234,257,1
rip-1046_90deg.png,47,66,257,241,1
rip-1046_m90deg.png,43,58,252,234,1
rip-294_0deg.png,90,52,213,246,1
rip-294_90deg.png,51,87,245,210,1
rip-294_m90deg.png,54,89,248,213,1
rip-1078_0deg.png,52,37,275,118,1
rip-1078_90deg.png,36,25,117,248,1
rip-1078_m90deg.png,182,51,263,275,1
rip-326_0deg.png,69,51,213,225,1
rip-326_90deg.png,50,87,224,231,1
rip-326_m90deg.png,75,68,249,212,1
rip-1110_0deg.png,47,61,180,220,1
rip-1110_90deg.png,60,120,219,253,1
rip-1110_m90deg.png,80,46,239,179,1
rip-358_0deg.png,35,70,205,236,1
rip-358_90deg.png,69,95,235,265,1
rip-358_m90deg.png,64,34,230,205,1
rip-1151_0deg.png,66,48,187,207,1
rip-1151_90deg.png,47,113,206,234,1
rip-1151_m90deg.png,93,65,252,186,1
rip-392_0deg.png,36,27,208,218,1
rip-392_90deg.png,26,92,217,264,1
rip-392_m90deg.png,82,35,273,207,1
rip-1183_0deg.png,92,22,253,182,1
rip-1183_90deg.png,21,47,182,208,1
rip-1183_m90deg.png,118,91,278,252,1
rip-426_0deg.png,80,59,216,223,1
rip-426_90deg.png,58,84,222,220,1
rip-426_m90deg.png,77,79,241,215,1
rip-1215_0deg.png,77,30,208,194,1
rip-1215_90deg.png,29,92,193,223,1
rip-1215_m90deg.png,106,76,270,207,1
rip-462_0deg.png,80,57,189,224,1
rip-462_90deg.png,56,111,223,220,1
rip-462_m90deg.png,76,79,243,188,1
rip-1247_0deg.png,55,55,176,211,1
rip-1247_90deg.png,54,124,210,245,1
rip-1247_m90deg.png,89,54,245,175,1
rip-494_0deg.png,77,111,213,229,1
rip-494_90deg.png,110,87,228,223,1
rip-494_m90deg.png,71,76,189,212,1
rip-1513_0deg.png,102,70,188,232,1
rip-1513_90deg.png,69,112,231,198,1
rip-1513_m90deg.png,68,101,230,187,1
rip-526_0deg.png,124,57,230,243,1
rip-526_90deg.png,56,70,242,176,1
rip-526_m90deg.png,57,123,243,230,1
rip-1311_0deg.png,90,46,212,207,1
rip-1311_90deg.png,45,88,206,210,1
rip-1311_m90deg.png,93,89,254,211,1
rip-1545_0deg.png,82,39,203,234,1
rip-1545_90deg.png,38,97,233,218,1
rip-1545_m90deg.png,66,81,261,203,1
rip-558_0deg.png,68,25,214,227,1
rip-558_90deg.png,24,86,226,232,1
rip-558_m90deg.png,73,67,275,213,1
rip-1346_0deg.png,111,45,189,212,1
rip-1346_90deg.png,44,111,211,189,1
rip-1346_m90deg.png,88,110,255,188,1
rip-1580_0deg.png,123,31,203,216,1
rip-1580_90deg.png,30,97,215,177,1
rip-1580_m90deg.png,84,122,269,202,1
rip-593_0deg.png,112,88,195,245,1
rip-593_90deg.png,87,105,244,188,1
rip-593_m90deg.png,55,111,212,195,1
rip-1378_0deg.png,55,89,196,206,1
rip-1378_90deg.png,88,104,205,245,1
rip-1378_m90deg.png,94,54,211,195,1
rip-625_0deg.png,96,53,232,248,1
rip-625_90deg.png,52,68,247,204,1
rip-625_m90deg.png,52,95,247,232,1
rip-1410_0deg.png,94,72,195,229,1
rip-1410_90deg.png,71,105,228,206,1
rip-1410_m90deg.png,71,93,228,194,1
rip-1644_0deg.png,109,65,219,205,1
rip-1644_90deg.png,64,81,204,191,1
rip-1644_m90deg.png,95,108,235,218,1
rip-657_0deg.png,94,39,220,239,1
rip-657_90deg.png,38,80,238,206,1
rip-657_m90deg.png,61,93,261,220,1
rip-1447_0deg.png,69,90,205,202,1
rip-1447_90deg.png,89,95,201,231,1
rip-1447_m90deg.png,98,68,210,204,1
rip-1676_0deg.png,116,49,228,234,1
rip-1676_90deg.png,48,72,233,184,1
rip-1676_m90deg.png,66,115,251,228,1
rip-689_0deg.png,114,53,216,228,1
rip-689_90deg.png,52,84,227,186,1
rip-689_m90deg.png,72,113,247,215,1
rip-1480_0deg.png,102,36,182,218,1
rip-1480_90deg.png,35,118,217,198,1
rip-1480_m90deg.png,82,101,264,181,1
rip-1708_0deg.png,76,85,187,197,1
rip-1708_90deg.png,84,113,196,224,1
rip-1708_m90deg.png,103,75,215,186,1
rip-726_0deg.png,87,15,185,260,1
rip-726_90deg.png,14,115,260,213,1
rip-726_m90deg.png,40,86,285,185,1
rip-1740_0deg.png,51,104,207,208,1
rip-1740_90deg.png,103,93,207,249,1
rip-1740_m90deg.png,92,50,196,206,1
rip-758_0deg.png,93,43,213,240,1
rip-758_90deg.png,42,87,239,207,1
rip-758_m90deg.png,60,92,257,213,1
rip-1_0deg.png,82,65,244,259,1
rip-1_90deg.png,64,56,259,218,1
rip-1_m90deg.png,41,81,235,244,1
rip-793_0deg.png,89,14,205,188,1
rip-793_90deg.png,13,95,187,211,1
rip-793_m90deg.png,112,88,286,204,1
rip-37_0deg.png,189,21,281,206,1
rip-37_90deg.png,20,19,206,111,1
rip-37_m90deg.png,94,188,279,281,1
rip-825_0deg.png,65,73,212,182,1
rip-825_90deg.png,72,88,181,235,1
